Time (s),Trace #1 (pA),Trace #1 (mmHg)
18.729,7.01904,0.762939
18.7291,7.93457,0.762939
18.7292,8.23975,0.762939
18.7293,8.39233,0.762939
18.7294,9.46045,0.762939
18.7295,8.8501,0.762939
18.7296,7.47681,0.762939
18.7297,7.17163,0.762939
18.7298,7.01904,0.762939
18.7299,7.47681,0.762939
18.73,6.71387,0.762939
18.7301,8.54492,0.762939
18.7302,5.79834,0.762939
18.7303,8.23975,0.762939
18.7304,9.46045,0.762939
18.7305,7.01904,0.762939
18.7306,7.17163,0.915527
18.7307,10.5286,0.762939
18.7308,11.4441,0.762939
18.7309,6.10352,0.762939
18.731,4.88281,0.762939
18.7311,6.56128,0.762939
18.7312,6.71387,0.762939
18.7313,9.76563,0.762939
18.7314,8.8501,0.762939
18.7315,5.49316,0.762939
18.7316,8.08716,0.762939
18.7317,7.93457,0.762939
18.7318,7.01904,0.762939
18.7319,8.23975,0.762939
18.732,5.34058,0.762939
18.7321,8.8501,0.762939
18.7322,5.49316,0.762939
18.7323,8.8501,0.762939
18.7324,8.08716,0.762939
18.7325,6.71387,0.762939
18.7326,6.71387,0.762939
18.7327,10.2234,0.762939
18.7328,7.01904,0.762939
18.7329,6.86646,0.762939
18.733,7.32422,0.762939
18.7331,7.17163,0.762939
18.7332,7.32422,0.762939
18.7333,6.56128,0.762939
18.7334,6.86646,0.762939
18.7335,8.8501,0.762939
18.7336,7.93457,0.762939
18.7337,8.69751,0.762939
18.7338,7.01904,0.762939
18.7339,6.86646,0.762939
18.734,9.46045,0.610352
18.7341,7.47681,0.762939
18.7342,8.39233,0.762939
18.7343,8.08716,0.762939
18.7344,5.34058,0.762939
18.7345,7.47681,0.762939
18.7346,8.08716,0.762939
18.7347,10.2234,0.762939
18.7348,8.54492,0.762939
18.7349,7.47681,0.762939
18.735,5.0354,0.762939
18.7351,6.56128,0.762939
18.7352,6.40869,0.762939
18.7353,9.61304,0.762939
18.7354,7.62939,0.762939
18.7355,7.93457,0.610352
18.7356,6.56128,0.762939
18.7357,10.2234,0.762939
18.7358,6.86646,0.762939
18.7359,9.15527,0.762939
18.736,6.10352,0.762939
18.7361,9.61304,0.762939
18.7362,8.39233,0.762939
18.7363,7.93457,0.762939
18.7364,7.93457,0.762939
18.7365,7.47681,0.762939
18.7366,8.08716,0.762939
18.7367,7.78198,0.762939
18.7368,7.32422,0.762939
18.7369,8.08716,0.762939
18.737,9.30786,0.762939
18.7371,5.0354,0.762939
18.7372,6.86646,0.762939
18.7373,7.47681,0.762939
18.7374,5.95093,0.762939
18.7375,9.30786,0.762939
18.7376,8.8501,0.762939
18.7377,7.93457,0.762939
18.7378,7.62939,0.762939
18.7379,8.54492,0.762939
18.738,9.30786,0.762939
18.7381,5.0354,0.762939
18.7382,8.23975,0.762939
18.7383,6.40869,0.762939
18.7384,7.62939,0.762939
18.7385,10.0708,0.762939
18.7386,8.23975,0.762939
18.7387,7.93457,0.762939
18.7388,7.17163,0.762939
18.7389,7.01904,0.762939
18.739,10.9863,0.762939
18.7391,6.10352,0.762939
18.7392,7.62939,0.762939
18.7393,8.23975,0.762939
18.7394,7.32422,0.762939
18.7395,7.62939,0.762939
18.7396,7.32422,0.762939
18.7397,7.32422,0.762939
18.7398,7.62939,0.762939
18.7399,8.8501,0.762939
18.74,7.78198,0.762939
18.7401,10.6812,0.762939
18.7402,7.93457,0.762939
18.7403,8.8501,0.762939
18.7404,7.62939,0.762939
18.7405,7.01904,0.762939
18.7406,8.69751,0.762939
18.7407,7.17163,0.762939
18.7408,8.23975,0.762939
18.7409,8.54492,0.762939
18.741,5.79834,0.762939
18.7411,6.56128,0.762939
18.7412,7.78198,0.762939
18.7413,7.62939,0.762939
18.7414,7.78198,0.762939
18.7415,7.62939,0.762939
18.7416,5.64575,0.762939
18.7417,8.8501,0.762939
18.7418,8.39233,0.762939
18.7419,6.2561,0.610352
18.742,5.95093,0.610352
18.7421,8.69751,0.610352
18.7422,7.32422,0.610352
18.7423,7.93457,0.610352
18.7424,5.95093,0.610352
18.7425,7.32422,0.762939
18.7426,8.8501,0.762939
18.7427,8.54492,0.762939
18.7428,7.62939,0.762939
18.7429,7.93457,0.762939
18.743,7.78198,0.762939
18.7431,6.40869,0.762939
18.7432,6.56128,0.762939
18.7433,6.56128,0.762939
18.7434,8.39233,0.762939
18.7435,9.00269,0.762939
18.7436,8.39233,0.762939
18.7437,7.32422,0.762939
18.7438,7.93457,0.610352
18.7439,8.54492,0.762939
18.744,7.93457,0.762939
18.7441,7.01904,0.762939
18.7442,7.32422,0.762939
18.7443,9.91821,0.762939
18.7444,8.54492,0.762939
18.7445,7.93457,0.762939
18.7446,7.47681,0.762939
18.7447,8.54492,0.762939
18.7448,9.00269,0.762939
18.7449,8.23975,0.762939
18.745,7.93457,0.762939
18.7451,7.78198,0.762939
18.7452,9.46045,0.610352
18.7453,6.71387,0.762939
18.7454,7.62939,0.762939
18.7455,9.46045,0.762939
18.7456,7.93457,0.762939
18.7457,8.54492,0.762939
18.7458,7.32422,0.762939
18.7459,6.56128,0.762939
18.746,7.47681,0.762939
18.7461,6.71387,0.762939
18.7462,8.54492,0.762939
18.7463,7.93457,0.610352
18.7464,7.01904,0.610352
18.7465,8.08716,0.610352
18.7466,6.71387,0.610352
18.7467,10.376,0.610352
18.7468,6.56128,0.610352
18.7469,6.56128,0.610352
18.747,8.23975,0.610352
18.7471,6.71387,0.610352
18.7472,9.46045,0.762939
18.7473,9.46045,0.762939
18.7474,9.91821,0.762939
18.7475,8.54492,0.762939
18.7476,7.62939,0.762939
18.7477,7.32422,0.762939
18.7478,7.93457,0.762939
18.7479,7.17163,0.762939
18.748,9.30786,0.762939
18.7481,5.79834,0.762939
18.7482,9.15527,0.762939
18.7483,7.62939,0.762939
18.7484,6.40869,0.762939
18.7485,7.01904,0.762939
18.7486,7.01904,0.762939
18.7487,8.08716,0.762939
18.7488,7.78198,0.762939
18.7489,5.95093,0.762939
18.749,8.54492,0.610352
18.7491,8.08716,0.610352
18.7492,7.78198,0.762939
18.7493,10.376,0.762939
18.7494,10.0708,0.762939
18.7495,7.47681,0.762939
18.7496,6.86646,0.762939
18.7497,6.86646,0.762939
18.7498,8.8501,0.762939
18.7499,8.39233,0.762939
18.75,4.88281,0.762939
18.7501,5.79834,0.762939
18.7502,10.376,0.762939
18.7503,8.23975,0.762939
18.7504,8.39233,0.762939
18.7505,7.93457,0.762939
18.7506,7.62939,0.762939
18.7507,7.78198,0.762939
18.7508,7.47681,0.762939
18.7509,7.62939,0.762939
18.751,7.01904,0.762939
18.7511,7.78198,0.762939
18.7512,9.00269,0.762939
18.7513,8.23975,0.762939
18.7514,6.40869,0.762939
18.7515,9.30786,0.762939
18.7516,6.2561,0.762939
18.7517,7.93457,0.762939
18.7518,7.93457,0.610352
18.7519,7.01904,0.610352
18.752,9.76563,0.610352
18.7521,9.46045,0.610352
18.7522,7.47681,0.610352
18.7523,7.17163,0.762939
18.7524,7.17163,0.762939
18.7525,6.71387,0.762939
18.7526,7.01904,0.762939
18.7527,6.2561,0.762939
18.7528,9.61304,0.762939
18.7529,8.08716,0.762939
18.753,6.86646,0.762939
18.7531,6.40869,0.762939
18.7532,8.54492,0.762939
18.7533,8.39233,0.762939
18.7534,7.47681,0.762939
18.7535,8.23975,0.762939
18.7536,6.71387,0.762939
18.7537,6.40869,0.762939
18.7538,9.91821,0.610352
18.7539,7.62939,0.610352
18.754,9.46045,0.610352
18.7541,8.23975,0.610352
18.7542,6.10352,0.610352
18.7543,8.23975,0.610352
18.7544,6.86646,0.762939
18.7545,6.40869,0.762939
18.7546,7.93457,0.762939
18.7547,9.00269,0.762939
18.7548,7.78198,0.762939
18.7549,7.62939,0.762939
18.755,6.86646,0.762939
18.7551,7.01904,0.762939
18.7552,8.08716,0.762939
18.7553,7.32422,0.762939
18.7554,7.93457,0.762939
18.7555,7.47681,0.762939
18.7556,6.71387,0.762939
18.7557,7.62939,0.762939
18.7558,7.78198,0.762939
18.7559,8.69751,0.762939
18.756,9.46045,0.610352
18.7561,7.93457,0.610352
18.7562,6.2561,0.610352
18.7563,6.2561,0.610352
18.7564,7.78198,0.610352
18.7565,8.69751,0.610352
18.7566,7.93457,0.610352
18.7567,5.95093,0.762939
18.7568,7.78198,0.762939
18.7569,9.46045,0.762939
18.757,7.17163,0.762939
18.7571,7.17163,0.762939
18.7572,8.69751,0.762939
18.7573,8.69751,0.610352
18.7574,7.32422,0.610352
18.7575,7.93457,0.762939
18.7576,6.40869,0.762939
18.7577,8.69751,0.762939
18.7578,7.32422,0.610352
18.7579,9.30786,0.610352
18.758,7.32422,0.610352
18.7581,8.39233,0.610352
18.7582,6.71387,0.610352
18.7583,8.8501,0.762939
18.7584,8.39233,0.762939
18.7585,8.69751,0.762939
18.7586,7.17163,0.762939
18.7587,8.39233,0.762939
18.7588,7.93457,0.762939
18.7589,6.71387,0.762939
18.759,6.56128,0.762939
18.7591,9.30786,0.762939
18.7592,7.32422,0.762939
18.7593,7.93457,0.762939
18.7594,8.39233,0.762939
18.7595,7.93457,0.762939
18.7596,6.71387,0.762939
18.7597,10.0708,0.762939
18.7598,7.78198,0.762939
18.7599,7.01904,0.762939
18.76,7.01904,0.762939
18.7601,7.32422,0.762939
18.7602,7.47681,0.762939
18.7603,7.47681,0.762939
18.7604,6.71387,0.762939
18.7605,5.64575,0.762939
18.7606,8.08716,0.762939
18.7607,8.39233,0.762939
18.7608,8.54492,0.762939
18.7609,9.15527,0.762939
18.761,5.79834,0.762939
18.7611,6.86646,0.762939
18.7612,8.08716,0.762939
18.7613,7.62939,0.762939
18.7614,9.46045,0.762939
18.7615,7.62939,0.762939
18.7616,7.62939,0.762939
18.7617,7.17163,0.610352
18.7618,6.40869,0.610352
18.7619,4.88281,0.610352
18.762,7.78198,0.610352
18.7621,7.93457,0.762939
18.7622,7.17163,0.762939
18.7623,8.69751,0.762939
18.7624,9.61304,0.610352
18.7625,6.40869,0.762939
18.7626,6.71387,0.762939
18.7627,9.46045,0.762939
18.7628,7.32422,0.610352
18.7629,8.69751,0.610352
18.763,8.23975,0.610352
18.7631,6.2561,0.610352
18.7632,7.01904,0.610352
18.7633,5.64575,0.610352
18.7634,8.23975,0.762939
18.7635,7.62939,0.762939
18.7636,8.69751,0.762939
18.7637,8.39233,0.762939
18.7638,8.54492,0.762939
18.7639,8.08716,0.762939
18.764,6.40869,0.762939
18.7641,5.95093,0.762939
18.7642,9.15527,0.762939
18.7643,8.69751,0.762939
18.7644,8.39233,0.762939
18.7645,8.39233,0.762939
18.7646,8.23975,0.762939
18.7647,8.23975,0.762939
18.7648,8.8501,0.762939
18.7649,7.32422,0.762939
18.765,7.32422,0.762939
18.7651,9.00269,0.610352
18.7652,9.15527,0.610352
18.7653,6.71387,0.610352
18.7654,8.08716,0.610352
18.7655,6.71387,0.610352
18.7656,10.0708,0.610352
18.7657,8.8501,0.762939
18.7658,7.93457,0.762939
18.7659,6.71387,0.762939
18.766,8.69751,0.915527
18.7661,6.86646,0.915527
18.7662,7.32422,0.762939
18.7663,6.71387,0.762939
18.7664,6.10352,0.762939
18.7665,8.54492,0.762939
18.7666,8.23975,0.762939
18.7667,7.62939,0.610352
18.7668,10.2234,0.762939
18.7669,7.62939,0.762939
18.767,7.62939,0.762939
18.7671,7.47681,0.610352
18.7672,8.8501,0.610352
18.7673,6.71387,0.762939
18.7674,8.39233,0.762939
18.7675,7.93457,0.762939
18.7676,9.46045,0.762939
18.7677,7.78198,0.762939
18.7678,4.88281,0.762939
18.7679,9.76563,0.762939
18.768,9.00269,0.762939
18.7681,6.56128,0.610352
18.7682,9.15527,0.610352
18.7683,7.78198,0.762939
18.7684,8.69751,0.762939
18.7685,8.8501,0.762939
18.7686,8.54492,0.762939
18.7687,9.91821,0.762939
18.7688,7.93457,0.762939
18.7689,8.08716,0.762939
18.769,9.30786,0.762939
18.7691,8.39233,0.762939
18.7692,7.01904,0.762939
18.7693,4.88281,0.762939
18.7694,9.91821,0.762939
18.7695,10.376,0.762939
18.7696,8.8501,0.762939
18.7697,7.01904,0.762939
18.7698,7.93457,0.762939
18.7699,8.08716,0.762939
18.77,9.30786,0.762939
18.7701,5.0354,0.762939
18.7702,8.8501,0.610352
18.7703,7.93457,0.915527
18.7704,5.95093,0.762939
18.7705,8.39233,0.915527
18.7706,9.46045,0.762939
18.7707,7.17163,0.762939
18.7708,5.34058,0.762939
18.7709,8.54492,0.762939
18.771,5.0354,0.762939
18.7711,6.40869,0.762939
18.7712,8.69751,0.762939
18.7713,6.40869,0.762939
18.7714,7.32422,0.762939
18.7715,7.78198,0.762939
18.7716,9.15527,0.762939
18.7717,8.08716,0.762939
18.7718,7.47681,0.762939
18.7719,9.15527,0.762939
18.772,9.00269,0.762939
18.7721,8.8501,0.762939
18.7722,9.00269,0.762939
18.7723,7.32422,0.762939
18.7724,8.69751,0.762939
18.7725,7.78198,0.762939
18.7726,6.86646,0.762939
18.7727,7.93457,0.762939
18.7728,6.2561,0.762939
18.7729,8.39233,0.762939
18.773,8.39233,0.762939
18.7731,7.47681,0.762939
18.7732,9.15527,0.762939
18.7733,6.10352,0.762939
18.7734,6.10352,0.762939
18.7735,8.54492,0.762939
18.7736,7.78198,0.762939
18.7737,8.23975,0.762939
18.7738,7.17163,0.762939
18.7739,7.32422,0.762939
18.774,9.91821,0.762939
18.7741,5.79834,0.762939
18.7742,7.62939,0.762939
18.7743,7.78198,0.762939
18.7744,7.93457,0.762939
18.7745,5.64575,0.762939
18.7746,8.54492,0.762939
18.7747,7.32422,0.762939
18.7748,7.62939,0.762939
18.7749,9.61304,0.762939
18.775,8.8501,0.762939
18.7751,7.32422,0.762939
18.7752,5.34058,0.762939
18.7753,9.00269,0.762939
18.7754,6.40869,0.762939
18.7755,9.15527,0.762939
18.7756,8.8501,0.762939
18.7757,6.71387,0.762939
18.7758,7.78198,0.915527
18.7759,6.71387,0.762939
18.776,6.86646,0.762939
18.7761,7.47681,0.762939
18.7762,7.93457,0.610352
18.7763,5.79834,0.610352
18.7764,8.69751,0.762939
18.7765,8.08716,0.762939
18.7766,7.62939,0.762939
18.7767,8.23975,0.762939
18.7768,7.32422,0.762939
18.7769,6.56128,0.762939
18.777,7.47681,0.762939
18.7771,6.40869,0.762939
18.7772,9.30786,0.762939
18.7773,7.62939,0.762939
18.7774,7.62939,0.610352
18.7775,7.17163,0.762939
18.7776,6.86646,0.762939
18.7777,6.86646,0.762939
18.7778,7.32422,0.762939
18.7779,9.61304,0.762939
18.778,7.32422,0.762939
18.7781,8.54492,0.762939
18.7782,7.17163,0.762939
18.7783,8.39233,0.762939
18.7784,7.93457,0.762939
18.7785,7.93457,0.762939
18.7786,6.56128,0.762939
18.7787,7.47681,0.762939
18.7788,9.30786,0.762939
18.7789,5.95093,0.762939
18.779,9.46045,0.762939
18.7791,7.32422,0.762939
18.7792,7.32422,0.762939
18.7793,7.93457,0.762939
18.7794,7.78198,0.762939
18.7795,7.78198,0.762939
18.7796,7.17163,0.762939
18.7797,8.8501,0.762939
18.7798,7.32422,0.762939
18.7799,8.69751,0.610352
18.78,6.71387,0.762939
18.7801,7.93457,0.762939
18.7802,7.01904,0.762939
18.7803,6.40869,0.762939
18.7804,9.00269,0.762939
18.7805,9.15527,0.762939
18.7806,7.17163,0.762939
18.7807,5.95093,0.762939
18.7808,7.32422,0.762939
18.7809,7.78198,0.762939
18.781,9.30786,0.762939
18.7811,9.61304,0.762939
18.7812,7.47681,0.762939
18.7813,9.91821,0.762939
18.7814,7.17163,0.762939
18.7815,7.32422,0.762939
18.7816,8.39233,0.762939
18.7817,10.5286,0.762939
18.7818,6.40869,0.762939
18.7819,6.40869,0.762939
18.782,7.62939,0.762939
18.7821,8.23975,0.762939
18.7822,5.64575,0.762939
18.7823,7.32422,0.762939
18.7824,7.32422,0.762939
18.7825,8.23975,0.762939
18.7826,5.79834,0.762939
18.7827,8.23975,0.762939
18.7828,7.32422,0.762939
18.7829,9.15527,0.762939
18.783,9.30786,0.762939
18.7831,7.47681,0.762939
18.7832,10.0708,0.762939
18.7833,6.71387,0.762939
18.7834,8.08716,0.762939
18.7835,10.376,0.762939
18.7836,6.40869,0.762939
18.7837,9.61304,0.762939
18.7838,8.54492,0.915527
18.7839,9.00269,0.915527
18.784,7.62939,0.762939
18.7841,6.40869,0.762939
18.7842,8.54492,0.762939
18.7843,9.00269,0.762939
18.7844,9.00269,0.762939
18.7845,8.8501,0.762939
18.7846,6.10352,0.762939
18.7847,7.62939,0.762939
18.7848,7.32422,0.762939
18.7849,6.10352,0.762939
18.785,10.2234,0.762939
18.7851,7.93457,0.762939
18.7852,7.01904,0.762939
18.7853,7.62939,0.915527
18.7854,10.2234,0.762939
18.7855,8.54492,0.762939
18.7856,8.69751,0.762939
18.7857,6.71387,0.762939
18.7858,6.71387,0.762939
18.7859,9.91821,0.762939
18.786,8.23975,0.762939
18.7861,8.23975,0.762939
18.7862,8.39233,0.762939
18.7863,8.54492,0.762939
18.7864,7.62939,0.762939
18.7865,9.46045,0.762939
18.7866,7.93457,0.762939
18.7867,6.2561,0.762939
18.7868,9.30786,0.762939
18.7869,8.23975,0.762939
18.787,9.00269,0.762939
18.7871,6.56128,0.762939
18.7872,8.08716,0.762939
18.7873,8.39233,0.762939
18.7874,9.61304,0.762939
18.7875,10.0708,0.762939
18.7876,7.32422,0.762939
18.7877,8.39233,0.762939
18.7878,8.23975,0.762939
18.7879,7.62939,0.762939
18.788,8.08716,0.762939
18.7881,6.10352,0.762939
18.7882,9.00269,0.915527
18.7883,8.08716,0.762939
18.7884,9.46045,0.762939
18.7885,6.40869,0.762939
18.7886,9.30786,0.762939
18.7887,6.56128,0.762939
18.7888,9.30786,0.762939
18.7889,7.93457,0.762939
18.789,7.47681,0.762939
18.7891,6.10352,0.762939
18.7892,8.23975,0.762939
18.7893,9.46045,0.762939
18.7894,7.17163,0.762939
18.7895,7.47681,0.762939
18.7896,8.69751,0.762939
18.7897,7.32422,0.762939
18.7898,6.86646,0.762939
18.7899,7.78198,0.762939
18.79,7.47681,0.762939
18.7901,8.08716,0.762939
18.7902,7.62939,0.762939
18.7903,7.32422,0.762939
18.7904,9.00269,0.762939
18.7905,8.23975,0.915527
18.7906,8.69751,0.915527
18.7907,7.47681,0.762939
18.7908,8.23975,0.762939
18.7909,5.34058,0.762939
18.791,7.78198,0.762939
18.7911,5.79834,0.762939
18.7912,9.15527,0.762939
18.7913,9.00269,0.762939
18.7914,7.47681,0.762939
18.7915,6.40869,0.762939
18.7916,9.76563,0.762939
18.7917,8.39233,0.762939
18.7918,7.01904,0.762939
18.7919,10.0708,0.762939
18.792,7.93457,0.762939
18.7921,8.08716,0.762939
18.7922,6.40869,0.762939
18.7923,6.40869,0.762939
18.7924,8.8501,0.915527
18.7925,8.08716,0.915527
18.7926,6.71387,0.915527
18.7927,6.71387,0.762939
18.7928,9.30786,0.915527
18.7929,8.08716,0.915527
18.793,7.93457,0.915527
18.7931,8.08716,0.915527
18.7932,7.93457,0.915527
18.7933,6.56128,0.915527
18.7934,7.47681,0.915527
18.7935,9.91821,0.915527
18.7936,6.71387,0.915527
18.7937,9.00269,0.915527
18.7938,8.69751,0.915527
18.7939,6.71387,0.915527
18.794,8.08716,0.915527
18.7941,9.76563,0.915527
18.7942,5.34058,0.915527
18.7943,8.69751,0.915527
18.7944,7.01904,0.915527
18.7945,9.30786,0.915527
18.7946,6.71387,0.915527
18.7947,6.86646,0.915527
18.7948,6.2561,0.762939
18.7949,7.78198,0.762939
18.795,5.64575,0.915527
18.7951,9.00269,0.915527
18.7952,5.49316,0.762939
18.7953,7.78198,0.762939
18.7954,8.08716,0.762939
18.7955,8.8501,0.762939
18.7956,8.8501,0.762939
18.7957,6.86646,0.762939
18.7958,7.01904,0.915527
18.7959,7.78198,0.915527
18.796,8.39233,0.915527
18.7961,5.0354,0.915527
18.7962,5.79834,0.915527
18.7963,6.10352,0.915527
18.7964,6.86646,0.915527
18.7965,7.62939,0.915527
18.7966,8.8501,0.915527
18.7967,6.71387,0.915527
18.7968,4.57764,0.915527
18.7969,8.23975,0.915527
18.797,8.08716,0.915527
18.7971,6.10352,0.915527
18.7972,8.23975,0.915527
18.7973,6.86646,0.915527
18.7974,5.79834,0.915527
18.7975,7.47681,0.915527
18.7976,8.8501,0.915527
18.7977,8.39233,0.915527
18.7978,8.39233,0.915527
18.7979,5.64575,1.06812
18.798,6.86646,1.06812
18.7981,8.8501,0.915527
18.7982,7.01904,0.915527
18.7983,7.17163,0.915527
18.7984,6.40869,0.915527
18.7985,8.54492,0.915527
18.7986,7.62939,1.06812
18.7987,9.30786,1.06812
18.7988,10.2234,0.915527
18.7989,7.01904,0.915527
18.799,8.8501,1.06812
18.7991,6.86646,1.06812
18.7992,7.47681,1.06812
18.7993,4.88281,0.915527
18.7994,7.17163,0.915527
18.7995,9.61304,0.915527
18.7996,10.0708,1.06812
18.7997,7.47681,1.06812
18.7998,8.54492,1.2207
18.7999,9.30786,1.2207
18.8,8.69751,1.2207
18.8001,8.23975,1.06812
18.8002,8.8501,1.06812
18.8003,8.8501,1.2207
18.8004,6.56128,1.2207
18.8005,8.69751,1.2207
18.8006,8.08716,1.06812
18.8007,8.54492,1.06812
18.8008,7.01904,1.06812
18.8009,7.17163,1.06812
18.801,7.78198,1.06812
18.8011,9.46045,1.06812
18.8012,9.76563,1.06812
18.8013,9.00269,1.2207
18.8014,6.86646,1.2207
18.8015,10.2234,1.2207
18.8016,9.30786,1.2207
18.8017,5.95093,1.2207
18.8018,6.2561,1.2207
18.8019,8.54492,1.2207
18.802,7.32422,1.2207
18.8021,8.08716,1.2207
18.8022,7.17163,1.2207
18.8023,7.62939,1.2207
18.8024,7.47681,1.2207
18.8025,5.79834,1.2207
18.8026,9.00269,1.2207
18.8027,6.40869,1.2207
18.8028,9.46045,1.37329
18.8029,8.69751,1.37329
18.803,8.23975,1.2207
18.8031,9.15527,1.37329
18.8032,10.376,1.37329
18.8033,7.32422,1.37329
18.8034,6.10352,1.37329
18.8035,7.47681,1.37329
18.8036,10.8337,1.37329
18.8037,9.91821,1.37329
18.8038,7.32422,1.37329
18.8039,11.2915,1.37329
18.804,5.49316,1.37329
18.8041,5.64575,1.37329
18.8042,9.61304,1.37329
18.8043,8.08716,1.2207
18.8044,8.54492,1.2207
18.8045,6.2561,1.2207
18.8046,5.95093,1.52588
18.8047,7.47681,1.52588
18.8048,8.08716,1.52588
18.8049,8.08716,1.52588
18.805,8.39233,1.37329
18.8051,8.23975,1.52588
18.8052,9.46045,1.52588
18.8053,6.71387,1.52588
18.8054,7.62939,1.52588
18.8055,8.23975,1.52588
18.8056,6.86646,1.52588
18.8057,7.78198,1.52588
18.8058,8.69751,1.52588
18.8059,8.39233,1.52588
18.806,6.40869,1.37329
18.8061,7.32422,1.52588
18.8062,7.47681,1.52588
18.8063,9.76563,1.52588
18.8064,8.39233,1.52588
18.8065,8.8501,1.52588
18.8066,8.69751,1.52588
18.8067,8.39233,1.52588
18.8068,8.39233,1.52588
18.8069,7.01904,1.67847
18.807,7.62939,1.67847
18.8071,9.00269,1.67847
18.8072,8.39233,1.67847
18.8073,8.39233,1.67847
18.8074,8.54492,1.67847
18.8075,6.10352,1.67847
18.8076,9.91821,1.67847
18.8077,7.62939,1.52588
18.8078,9.30786,1.67847
18.8079,5.18799,1.67847
18.808,8.54492,1.67847
18.8081,8.54492,1.67847
18.8082,8.08716,1.67847
18.8083,7.62939,1.67847
18.8084,6.2561,1.67847
18.8085,8.54492,1.83105
18.8086,7.78198,1.67847
18.8087,9.15527,1.52588
18.8088,9.00269,1.83105
18.8089,8.39233,1.83105
18.809,7.32422,1.83105
18.8091,7.01904,1.83105
18.8092,9.00269,1.83105
18.8093,9.00269,1.83105
18.8094,7.17163,1.83105
18.8095,6.40869,1.83105
18.8096,5.49316,1.83105
18.8097,10.0708,1.83105
18.8098,8.8501,1.83105
18.8099,6.71387,1.83105
18.81,9.00269,1.83105
18.8101,8.08716,1.83105
18.8102,7.32422,1.83105
18.8103,9.00269,1.83105
18.8104,8.08716,1.83105
18.8105,7.93457,1.83105
18.8106,7.01904,1.83105
18.8107,7.93457,1.83105
18.8108,5.49316,1.83105
18.8109,7.17163,1.83105
18.811,7.78198,1.83105
18.8111,7.78198,1.98364
18.8112,5.95093,1.98364
18.8113,7.32422,1.98364
18.8114,7.17163,1.98364
18.8115,9.76563,1.98364
18.8116,5.79834,1.98364
18.8117,8.39233,1.98364
18.8118,5.79834,1.98364
